ID;CLASS;EVENTS
48479;0;2 5 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 56 58 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
48480;0;2 5 7 12 15 18 19 22 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 110 114 117 120 123 126
48481;1;1 6 9 12 15 18 20 24 27 30 33 36 37 41 43 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
48482;2;2 6 9 12 15 18 19 24 27 30 33 36 37 42 45 48 51 54 56 58 62 64 68 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48483;0;2 6 9 12 15 18 19 24 27 30 33 36 38 41 43 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 94 99 102 105 108 110 114 117 120 123 126
48484;0;1 5 9 12 15 18 20 22 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
48485;0;2 6 9 12 15 18 21 24 27 30 33 36 38 41 43 46 50 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
48486;1;1 6 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 55 59 62 66 69 72 74 76 79 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48487;0;3 6 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 74 78 81 84 87 90 92 96 99 102 105 108 109 113 115 120 123 126
48488;0;2 6 9 12 15 18 20 22 27 30 33 36 39 42 45 48 51 54 55 59 61 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
48489;0;2 6 9 12 15 18 19 24 27 30 33 36 38 40 45 48 51 54 56 58 61 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
48490;1;1 5 8 10 13 18 21 24 27 30 33 36 37 41 44 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48491;0;2 4 9 12 15 18 19 23 27 30 33 36 38 41 45 48 51 54 55 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48492;0;1 4 8 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 98 102 105 108 110 114 117 120 123 126
48493;2;1 6 9 12 15 18 19 22 26 30 33 36 38 41 43 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
48494;1;2 6 9 12 15 18 19 23 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 76 80 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
48495;0;3 6 9 12 15 18 21 24 27 30 33 36 37 41 44 47 49 54 57 60 63 66 69 72 75 78 81 84 87 90 91 94 99 102 105 108 110 114 117 120 123 126
48496;0;1 6 9 12 15 18 19 22 26 30 33 36 38 41 45 48 51 54 57 60 63 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48497;0;2 4 7 11 15 18 21 24 27 30 33 36 39 42 45 48 51 54 55 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 110 112 117 120 123 126
48498;1;1 4 8 11 15 18 19 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 95 99 102 105 108 109 114 117 120 123 126
48499;0;3 6 9 12 15 18 19 22 27 30 33 36 37 41 44 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 113 117 120 123 126
48500;0;1 6 9 12 15 18 21 24 27 30 33 36 38 40 44 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 110 114 117 120 123 126
48501;0;2 4 9 12 15 18 20 24 27 30 33 36 37 40 45 48 51 54 56 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
48502;1;1 6 9 12 15 18 20 23 25 29 33 36 37 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
48503;2;3 6 9 12 15 18 21 24 27 30 33 36 37 41 43 47 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 109 113 117 120 123 126
48504;0;2 6 9 12 15 18 19 23 26 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 109 112 117 120 123 126
48505;0;2 6 9 12 15 18 19 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 94 98 101 105 108 110 114 117 120 123 126
48506;1;1 5 9 12 15 18 20 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
48507;0;2 6 9 12 15 18 19 23 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 94 98 102 105 108 110 114 117 120 123 126
48508;0;3 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 77 79 84 87 90 92 95 99 102 105 108 109 112 117 120 123 126
48509;0;3 6 9 12 15 18 20 24 27 30 33 36 38 42 45 48 51 54 55 58 62 64 69 72 73 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
48510;1;1 5 7 12 15 18 20 24 27 30 33 36 37 41 44 46 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48511;0;1 5 8 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 56 58 61 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48512;0;1 6 9 12 15 18 19 24 27 30 33 36 38 41 43 47 51 54 55 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
48513;0;3 6 9 12 15 18 20 23 25 30 33 36 37 41 45 48 51 54 56 58 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48514;2;2 4 8 11 15 18 19 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 112 117 120 123 126
48515;1;1 6 9 12 15 18 20 23 27 30 33 36 37 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 117 120 123 126
48516;0;1 4 9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 115 119 123 126
48517;0;3 6 9 12 15 18 19 23 25 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
48518;1;2 5 7 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 112 117 120 123 126
48519;0;2 6 9 12 15 18 19 23 25 28 33 36 38 40 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48520;0;3 6 9 12 15 18 19 22 26 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 110 113 115 120 123 126
48521;0;2 6 9 12 15 18 19 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 91 94 99 102 105 108 110 114 117 120 123 126
48522;1;3 6 9 12 15 18 19 23 27 30 33 36 39 42 45 48 51 54 56 59 61 64 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
48523;0;2 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 94 97 101 105 108 110 113 117 120 123 126
48524;2;2 4 9 12 15 18 19 23 25 29 31 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
48525;0;1 5 9 12 15 18 19 22 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 74 77 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48526;0;2 6 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 55 59 62 64 67 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48527;1;1 5 7 11 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
48528;0;1 5 9 12 15 18 21 24 27 30 33 36 37 41 44 48 51 54 57 60 63 66 69 72 73 77 79 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48529;0;2 4 8 12 15 18 19 23 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 109 114 117 120 123 126
48530;1;3 6 9 12 15 18 19 24 27 30 33 36 38 40 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 95 98 102 105 108 109 114 117 120 123 126
48531;0;3 6 9 12 15 18 19 24 27 30 33 36 38 40 43 48 51 54 55 59 63 66 69 72 74 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
48532;0;2 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 59 61 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 112 117 120 123 126
48533;0;2 5 9 12 15 18 19 22 27 30 33 36 38 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 109 114 117 120 123 126
48534;1;3 6 9 12 15 18 20 23 27 30 33 36 37 42 45 48 51 54 55 58 62 66 69 72 73 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
48535;2;1 6 9 12 15 18 21 24 27 30 33 36 37 41 43 48 51 54 56 60 63 66 69 72 73 78 81 84 87 90 92 96 99 102 105 108 110 114 117 120 123 126
48536;0;3 6 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 109 113 117 120 123 126
48537;0;2 4 9 12 15 18 21 24 27 30 33 36 38 40 45 48 51 54 55 58 63 66 69 72 75 78 81 84 87 90 92 95 99 102 105 108 111 114 117 120 123 126
48538;0;1 6 9 12 15 18 19 22 27 30 33 36 38 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 116 120 123 126
48539;1;1 5 8 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 112 117 120 123 126
48540;0;3 6 9 12 15 18 21 24 27 30 33 36 37 40 45 48 51 54 56 59 63 66 69 72 74 78 81 84 87 90 91 94 99 102 105 108 110 114 117 120 123 126
48541;0;1 6 9 12 15 18 20 22 25 29 32 36 39 42 45 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48542;1;1 6 9 12 15 18 21 24 27 30 33 36 38 40 43 48 51 54 55 59 62 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
48543;0;3 6 9 12 15 18 21 24 27 30 33 36 37 40 44 46 51 54 56 60 63 66 69 72 74 77 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
48544;0;2 6 9 12 15 18 19 23 26 28 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 95 97 102 105 108 111 114 117 120 123 126
48545;2;1 5 7 11 15 18 21 24 27 30 33 36 37 41 43 47 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48546;0;2 6 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 92 95 97 102 105 108 109 114 117 120 123 126
48547;1;2 4 9 12 15 18 19 23 27 30 33 36 37 41 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
48548;0;2 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 55 59 63 66 69 72 74 78 81 84 87 90 92 94 97 102 105 108 111 114 117 120 123 126
48549;0;3 6 9 12 15 18 19 23 26 30 33 36 39 42 45 48 51 54 55 59 62 64 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
48550;0;3 6 9 12 15 18 20 24 27 30 33 36 37 40 44 48 51 54 57 60 63 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
48551;1;3 6 9 12 15 18 21 24 27 30 33 36 37 41 43 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 91 96 99 102 105 108 110 112 117 120 123 126
48552;0;1 5 8 12 15 18 19 22 27 30 33 36 38 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48553;0;2 5 7 12 15 18 20 24 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 114 117 120 123 126
48554;1;1 6 9 12 15 18 20 22 26 28 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48555;0;3 6 9 12 15 18 19 24 27 30 33 36 38 41 43 48 51 54 55 58 63 66 69 72 74 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
48556;2;3 6 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 55 59 62 64 69 72 74 76 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48557;0;3 6 9 12 15 18 19 23 25 30 33 36 37 40 44 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 110 114 117 120 123 126
48558;0;1 6 9 12 15 18 19 22 27 30 33 36 38 41 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 110 114 117 120 123 126
48559;1;3 6 9 12 15 18 21 24 27 30 33 36 37 41 44 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 91 96 99 102 105 108 109 112 117 120 123 126
48560;0;3 6 9 12 15 18 19 23 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 98 102 105 108 109 113 115 120 123 126
48561;0;2 6 9 12 15 18 21 24 27 30 33 36 38 40 44 48 51 54 55 60 63 66 69 72 73 78 81 84 87 90 91 96 99 102 105 108 110 114 117 120 123 126
48562;0;3 6 9 12 15 18 19 23 27 30 33 36 39 42 45 48 51 54 56 58 62 64 67 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48563;1;1 5 9 12 15 18 19 23 26 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 112 117 120 123 126
48564;0;1 4 8 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 113 117 120 123 126
48565;0;3 6 9 12 15 18 20 24 27 30 33 36 37 40 43 47 49 54 56 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48566;2;1 6 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 110 112 116 120 123 126
48567;1;2 4 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 98 101 105 108 109 114 117 120 123 126
48568;0;3 6 9 12 15 18 19 22 27 30 33 36 38 41 45 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 91 94 99 102 105 108 111 114 117 120 123 126
48569;0;3 6 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 73 77 79 82 86 90 92 96 99 102 105 108 111 114 117 120 123 126
48570;0;1 5 8 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 77 79 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
48571;1;3 6 9 12 15 18 19 22 26 28 33 36 39 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 116 120 123 126
48572;0;2 6 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 95 97 102 105 108 110 112 115 120 123 126
48573;0;1 6 9 12 15 18 20 22 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 73 77 80 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48574;0;2 6 9 12 15 18 19 23 27 30 33 36 38 40 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 112 117 120 123 126
48575;1;3 6 9 12 15 18 19 23 26 29 31 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 109 114 117 120 123 126
48576;0;1 6 9 12 15 18 20 22 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 110 113 115 120 123 126
48577;2;3 6 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 73 77 81 84 87 90 91 96 99 102 105 108 110 113 115 120 123 126
48578;0;1 5 7 12 15 18 20 23 27 30 33 36 39 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 114 117 120 123 126
48579;1;2 6 9 12 15 18 19 24 27 30 33 36 37 40 44 47 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
48580;0;3 6 9 12 15 18 19 23 27 30 33 36 38 40 45 48 51 54 57 60 63 66 69 72 74 76 81 84 87 90 91 96 99 102 105 108 110 114 117 120 123 126
48581;0;2 6 9 12 15 18 19 23 26 28 33 36 39 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 94 99 102 105 108 111 114 117 120 123 126
48582;0;1 6 9 12 15 18 19 23 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 110 113 115 118 123 126
48583;1;1 6 9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 55 59 61 65 69 72 74 76 80 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48584;0;1 5 9 12 15 18 19 22 27 30 33 36 39 42 45 48 51 54 56 60 63 66 69 72 74 77 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
48585;0;3 6 9 12 15 18 20 22 27 30 33 36 39 42 45 48 51 54 55 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 110 112 115 119 123 126
48586;0;2 4 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 113 115 120 123 126
48587;2;3 6 9 12 15 18 19 22 27 30 33 36 39 42 45 48 51 54 56 59 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 113 115 120 123 126
48588;1;1 6 9 12 15 18 19 23 27 30 33 36 38 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 112 117 120 123 126
48589;0;2 5 9 12 15 18 19 24 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 95 99 102 105 108 109 114 117 120 123 126
48590;0;2 5 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 73 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
48591;1;1 6 9 12 15 18 21 24 27 30 33 36 37 40 45 48 51 54 56 58 62 66 69 72 75 78 81 84 87 90 92 95 99 102 105 108 111 114 117 120 123 126
48592;0;3 6 9 12 15 18 21 24 27 30 33 36 38 40 44 48 51 54 55 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 115 120 123 126
48593;0;1 5 9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 55 59 61 65 69 72 75 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
48594;0;2 4 9 12 15 18 21 24 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 110 112 116 120 123 126
48595;1;2 5 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 95 98 102 105 108 109 112 117 120 123 126
48596;0;3 6 9 12 15 18 19 22 27 30 33 36 38 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 98 102 105 108 110 114 117 120 123 126
48597;0;2 4 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 110 112 117 120 123 126
48598;2;2 6 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 76 80 82 87 90 92 94 99 102 105 108 111 114 117 120 123 126
48599;0;3 6 9 12 15 18 20 22 26 30 33 36 37 41 45 48 51 54 56 58 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48600;1;3 6 9 12 15 18 19 23 26 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 91 95 97 102 105 108 111 114 117 120 123 126
48601;0;3 6 9 12 15 18 20 24 27 30 33 36 37 40 44 46 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 117 120 123 126
48602;0;1 5 7 12 15 18 20 23 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 111 114 117 120 123 126
48603;1;1 5 8 10 15 18 19 24 27 30 33 36 38 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
48604;0;3 6 9 12 15 18 21 24 27 30 33 36 37 41 43 48 51 54 56 58 61 66 69 72 75 78 81 84 87 90 92 95 99 102 105 108 111 114 117 120 123 126
48605;0;3 6 9 12 15 18 19 23 27 30 33 36 39 42 45 48 51 54 55 59 62 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 109 114 117 120 123 126
48606;0;3 6 9 12 15 18 20 22 27 30 33 36 38 41 45 48 51 54 55 60 63 66 69 72 73 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
48607;1;1 4 9 12 15 18 20 24 27 30 33 36 39 42 45 48 51 54 56 58 62 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
48608;2;1 6 9 12 15 18 20 24 27 30 33 36 39 42 45 48 51 54 55 59 62 64 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 117 120 123 126
48609;0;1 5 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 113 115 120 123 126
48610;0;1 6 9 12 15 18 20 23 27 30 33 36 39 42 45 48 51 54 55 60 63 66 69 72 73 76 81 84 87 90 93 96 99 102 105 108 110 113 117 120 123 126
48611;0;3 6 9 12 15 18 20 22 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 110 112 116 120 123 126
48612;1;1 4 8 12 15 18 19 24 27 30 33 36 37 42 45 48 51 54 56 59 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48613;0;1 5 8 10 15 18 21 24 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 117 120 123 126
48614;0;1 5 8 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
48615;0;3 6 9 12 15 18 21 24 27 30 33 36 38 41 43 47 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 94 99 102 105 108 110 114 117 120 123 126
48616;1;3 6 9 12 15 18 19 22 26 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 98 102 105 108 109 114 117 120 123 126
48617;0;2 5 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 55 58 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 110 114 117 120 123 126
48618;0;2 6 9 12 15 18 21 24 27 30 33 36 37 40 43 47 49 54 56 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48619;2;2 4 7 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 73 77 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
48620;1;1 6 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 74 76 80 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
48621;0;3 6 9 12 15 18 19 22 26 28 33 36 38 40 45 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48622;0;2 4 8 10 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
48623;0;3 6 9 12 15 18 19 23 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 73 76 81 84 87 90 92 96 99 102 105 108 110 114 117 120 123 126
48624;1;1 4 8 12 15 18 19 22 27 30 33 36 39 42 45 48 51 54 56 59 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48625;0;1 6 9 12 15 18 20 24 27 30 33 36 37 40 45 48 51 54 56 60 63 66 69 72 73 78 81 84 87 90 92 95 99 102 105 108 111 114 117 120 123 126
48626;0;3 6 9 12 15 18 19 23 25 28 33 36 38 40 44 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
48627;0;1 5 9 12 15 18 20 22 27 30 33 36 38 41 45 48 51 54 55 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48628;1;1 6 9 12 15 18 19 23 27 30 33 36 39 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 116 118 123 126
48629;2;3 6 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 76 80 82 86 88 92 96 99 102 105 108 111 114 117 120 123 126
48630;0;1 4 8 10 15 18 20 23 27 30 33 36 39 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
48631;0;2 5 7 12 15 18 20 22 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
48632;1;1 4 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 56 58 62 66 69 72 74 77 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48633;0;3 6 9 12 15 18 20 24 27 30 33 36 37 40 44 47 49 53 57 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48634;0;2 4 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 56 58 63 66 69 72 74 77 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
48635;0;3 6 9 12 15 18 19 24 27 30 33 36 37 41 43 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 113 117 120 123 126
